"Paragraf, Hovedområde, Aktivitetsområde, Hovedkonto, Underkonto";"2013";"2014";"2015";"2016";"2017";"2018" 
"01 Dronningen "; 77,2; 72,3; 79,0; 79,0; 79,0; 79,0
"011 Statsydelse "; 77,2; 72,3; 79,0; 79,0; 79,0; 79,0
"0111 Statsydelse "; 77,2; 72,3; 79,0; 79,0; 79,0; 79,0
"011101 Statsydelse "; 77,2; 72,3; 79,0; 79,0; 79,0; 79,0
"01110110 Almindelig virksomhed "; 77,2; 72,3; 79,0; 79,0; 79,0; 79,0
"02 Medlemmer af det kongelige hus m.fl. "; 26,2; 24,8; 26,8; 26,8; 26,8; 26,8
"021 Årpenge mv. "; 26,2; 24,8; 26,8; 26,8; 26,8; 26,8
"0211 Årpenge mv. "; 26,2; 24,8; 26,8; 26,8; 26,8; 26,8
"021101 Årpenge mv. "; 26,2; 24,8; 26,8; 26,8; 26,8; 26,8
"02110110 Almindelig virksomhed "; 26,2; 24,8; 26,8; 26,8; 26,8; 26,8
"03 Folketinget "; 1026,1; 1025,6; 1040,5; 1040,0; 1039,5; 1039,2
"031 Udgifter ved Folketinget "; 677,1; 666,2; 677,5; 676,8; 676,3; 676,0
"0311 Folketinget "; 677,1; 666,2; 677,5; 676,8; 676,3; 676,0
"031101 Folketinget "; 399,1; 400,2; 407,6; 406,9; 406,4; 406,1
"03110110 Almindelig virksomhed "; 374,4; 368,5; 374,9; 374,9; 374,4; 374,1
"03110130 Udvalgsarbejde "; 11,0; 16,0; 16,9; 16,2; 16,2; 16,2
"03110140 Interparlamentariske forsamlinger "; 13,7; 15,7; 15,8; 15,8; 15,8; 15,8
"031103 Folketingets medlemmer "; 276,4; 263,6; 266,5; 266,2; 266,2; 266,2
"03110310 Folketingsvederlag og boliggodtgørelse "; 144,4; 131,2; 131,8; 131,5; 131,5; 131,5
"03110320 Befordringsudgifter "; 12,2; 11,2; 12,2; 12,2; 12,2; 12,2
"03110330 Folketingsgruppestøtte "; 119,9; 121,2; 122,5; 122,5; 122,5; 122,5
"031106 Medlemsboliger "; 1,7; 2,4; 3,4; 3,7; 3,7; 3,7
"03110610 Drift af medlemsboliger "; 1,7; 2,4; 3,4; 3,7; 3,7; 3,7
"032 Folketingets Ombudsmand "; 64,3; 66,0; 66,0; 66,7; 66,7; 66,7
"0321 Folketingets Ombudsmand "; 64,3; 66,0; 66,0; 66,7; 66,7; 66,7
"032101 Folketingets Ombudsmand "; 64,3; 66,0; 66,0; 66,7; 66,7; 66,7
"03210110 Almindelig virksomhed "; 64,3; 66,0; 66,0; 66,7; 66,7; 66,7
"033 Statsrevisorerne og Rigsrevisionen "; 205,7; 211,1; 213,4; 212,9; 212,9; 212,9
"0331 Statsrevisorerne og Rigsrevisionen "; 205,7; 211,1; 213,4; 212,9; 212,9; 212,9
"033101 Statsrevisorerne "; 4,9; 5,1; 5,2; 5,2; 5,2; 5,2
